Ticket #,Tab,Vendor,MSC Part #,Material,Material Grade,Coolant,Interrupted Cut,Machine Type,Insert Number,Insert Grade,Surface Feet Per Minute,Inches Per Revolution,Total Depth of Cut in Inches,Number of Parts Per Insert Edge,Tool Life,Index Time in Seconds,Annual Part Production,Burden Rate Per Hour,Insert Cost Per Each Insert,Number of Edges per Insert,Cycle Time Per Part in Seconds
001019764,Actual,KENNAMETAL,05892179,"Ferritic, Martensitic, PH Stainless Steels",17-4PH,Wet,None,lathe,cnmg432,kc5510,625.0,0.0055,0.15,11.0,14.161256538,120,200,60,9.22,4,77.24321748
001019763,Current,SECO,,"Nickel-Base, Heat Resistant Alloys",Inconel 625,Wet,Light,lathe,tpg431,cp250,100.0,0.001,0.125,2.0,1382.1989619199999,120,400,90,22.15,3,41465.9688576
001019763,Actual,KENNAMETAL,87309845,"Nickel-Base, Heat Resistant Alloys",Inconel 625,Wet,Light,lathe,cnmg431,kcu25,100.0,0.001,0.125,2.0,1382.1989619199999,120,400,90,12.04,4,41465.9688576
001019760,Current,"ISCAR METALS, INC.",,Titanium & Titanium Alloys,Ti-6Al-4V,Wet,None,lathe,cnmg432,ic907,100.0,0.0015,0.05,2.0,589.594241866,120,175,70,9.85,4,17687.82725598
001019760,Actual,KENNAMETAL,70761739,Titanium & Titanium Alloys,Ti-6Al-4V,Wet,None,lathe,cngp432,kcu10,110.0,0.0015,0.05,2.0,535.994764396,120,175,70,16.98,4,16079.84293188
001019732,Current,INGERSOLL CUTTING TOOL COMPANY,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,Light,LATHE,CNMG432,TT7015,100.0,0.006,0.1,0.25,43.630017452,60,60,65.00,12.00,4,10471.20418848
001019732,Actual,SECO,05399019,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,Light,LATHE,RNMG43 M3,TS2500,100.0,0.031,0.1,1.0,33.778078024,60,60,65.00,12.00,4,2026.68468144
001019712,Current,SUMITOMO ELECTRIC CARBIDE INC,,Low-Carbon Steels,1018,Wet,None,Lathe,WNMG433ESE,ACP810,950.0,0.014,0.047,250.0,18.01952525,60,1000000,60,3.75,6,4.32468606
001019712,Actual,HERTEL,37771300,Low-Carbon Steels,1018,Wet,None,Lathe,WNMG433EN-HM,HC125T,950.0,0.014,0.047,500.0,36.0390505,60,1000000,60,4.25,6,4.32468606
001019705,Current,SANDVIK HARD MATERIALS,,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,None,CNC Lathe,DNMG 433 KR,3215,250.0,0.01,0.15,4.0,33.926701568,60,1000,100,9.23,3,508.90052352
001019705,Actual,SECO,34955872,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,None,CNC Lathe,DNMG 433 M3,TK2001,250.0,0.012,0.15,4.0,28.272251304,60,1000,100,8.98,3,424.08376956
001019704,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,CNC Lathe,CPMT 3(2.5)1 PF,4225,700.0,0.006,0.03,5.0,31.787584140000003,60,500,100,10.46,2,381.45100968
001019704,Actual,HERTEL,84285519,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,CNC Lathe,CPMT 32505 LF,HC210,800.0,0.007,0.03,6.0,28.608825732,60,500,100,7.87,2,286.08825732
001019702,Current,KENNAMETAL,,Austenitic Stainless Steels,303,Wet,None,CNC Lathe,CNMG432MS,KC5010,300.0,0.006,0.06,300.0,81.80628240000001,600,1000000,60,12.5,4,16.36125648
001019702,Actual,"ISCAR METALS, INC.",03643285,Austenitic Stainless Steels,303,Wet,None,CNC Lathe,CNMG432-M3M,IC6015,530.0,0.01,0.06,600.0,55.56653159999999,600,1000000,60,6.88,4,5.55665316
001019676,Current,SANDVIK HARD MATERIALS,,Ductile (Nodular) & Malleable Cast Irons,A536,Wet,Light,cnc Lathe,Cnmg 432,pm 4215,720.0,0.016,0.3,25.0,4.260743850000001,180,90000,80,7.45,4,10.22578524
001019676,Actual,SECO,44171494,Ductile (Nodular) & Malleable Cast Irons,A536,Wet,Light,cnc Lathe,cnmg 432,Tk2001,720.0,0.016,0.3,55.0,9.373636470000001,180,90000,80,8.10,4,10.22578524
001019667,Current,SECO,,Low-Carbon Steels,1010,Wet,Light,LATHE,CCMT 3252 UM,GC2015,700.0,0.005,0.1,80.0,2.24382944,60,700000,0.00,10.00,2,1.68287208
001019667,Actual,SECO,51473791,Low-Carbon Steels,1010,Wet,Light,LATHE,CCMT 3252 MF2,TP1500,700.0,0.005,0.1,200.0,5.6095736,60,700000,0.00,9.48,2,1.68287208
001019666,Current,SANDVIK HARD MATERIALS,,Low-Carbon Steels,1018,Wet,Light,LATHE,CNMG432MM,GC2015,800.0,0.007,0.1,80.0,14.958863039999999,60,70000,50.00,14.83,4,11.21914728
001019666,Actual,KENNAMETAL,65856148,Low-Carbon Steels,1018,Wet,Light,LATHE,CNMG432 RP,KCP25,800.0,0.007,0.1,130.0,24.308152439999997,60,70000,50.00,14.38,4,11.21914728
001019663,Current,SECO,,"Ferritic, Martensitic, PH Stainless Steels",17-4PH,Wet,Heavy,NC Lathe 20,CNMG432M5,TP2500,300.0,0.015,0.1,4.0,1.396160556,120,2000,85.00,14.30,4,20.94240834
001019663,Actual,KENNAMETAL,76369933,"Ferritic, Martensitic, PH Stainless Steels",17-4PH,Wet,Heavy,NC Lathe 20,CNMG432MP,KCM35,300.0,0.015,0.1,25.0,8.726003475,120,2000,85.00,16.29,4,20.94240834
001019660,Current,KENNAMETAL,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,Lathe,DNMG 431 MS,KC935,250.0,0.002,0.0098,1.0,44.711623149000005,300,96,75.00,19.00,4,2682.69738894
001019660,Actual,KENNAMETAL,70675004,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,Lathe,DNMG 431 MS,KCU25,298.0,0.003,0.0098,2.0,50.013001206,300,96,75.00,22.00,4,1500.39003618
001019659,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,lathe,CNMG 433,KC9240,850.0,0.0055,0.183,300.0,302.37701880000003,10,36000,65,11.41,4,60.47540376
001019659,Actual,SECO,57027724,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,lathe,CNMG 433,TP2500,880.0,0.015,0.183,1000.0,356.97287,10,36000,65,11.80,4,21.4183722
001019657,Current,"ISCAR METALS, INC.",,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,lathe,DCMT 21.51-PF,IC3028,900.0,0.004,0.004,2000.0,1745.200698,10,360000,65,7.11,2,52.35602094
001019657,Actual,SECO,45682192,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,lathe,DCMT 21.51,TP3500,1000.0,0.008,0.004,6000.0,2356.020942,10,36000,65,10.65,2,23.56020942
001019656,Current,SANDVIK HARD MATERIALS,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,Lathe,DNMG431 MP,GC2035,298.0,0.003,0.0098,1.0,25.050657693999998,300,96,75.00,20.00,4,1503.03946164
001019656,Actual,KENNAMETAL,70675004,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,Lathe,DNMG431 MS,KCU25,298.0,0.003,0.0098,2.0,50.101315387999996,300,96,75.00,20.00,4,1503.03946164
001019655,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,Lathe,DCGA 21.50.5,BNC200,380.0,0.0015,0.01,70.0,1157.3436224,10,60000,65,59.95,1,992.0088192
001019655,Actual,SECO,37227964,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,Lathe,DCGW 21.50.5S,CBN160C,380.0,0.0015,0.01,1265.0,20914.8526048,10,60000,65,58.48,1,992.0088192
001019654,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,Lathe,CNGA 431,BN350,410.0,0.003,0.01,70.0,715.1066274799999,10,60000,65,39.29,2,612.94853784
001019654,Actual,SECO,60128816,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,Lathe,CNGA 431S,CBN060K,410.0,0.003,0.01,4000.0,40863.235856,10,60000,65,127.60,2,612.94853784
001019647,Current,SECO,,"Med-High Plain-Carbon,Alloy, Tool Steels",1045,Wet,None,lathe,SNGP 432-MF2,TP-1500,800.0,0.01,0.035,4.0,23.560209424,300,5000,65.00,13.11,8,353.40314136
001019647,Actual,HERTEL,37770732,"Med-High Plain-Carbon,Alloy, Tool Steels",1045,Wet,None,lathe,SNGP 432,125T,800.0,0.01,0.035,2.0,5.890052356,300,5000,65.00,12.72,8,176.70157068
001019646,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,347,Wet,Heavy,KIA Turn 21 #10,WNMG 432MR,GC2035,390.0,0.008,0.04,5.0,1.258558195,120,1200,125.00,9.95,6,15.10269834
001019646,Actual,SUMITOMO ELECTRIC CARBIDE INC,40903411,Austenitic Stainless Steels,347,Wet,Heavy,KIA Turn 21 #10,WNMG 432 EEG,AC520U,390.0,0.008,0.04,15.0,3.775674585,120,1200,125.00,7.50,6,15.10269834
001019644,Current,MANCHESTER TOOL CO.,,Low-Carbon Steels,1026,Wet,None,CNC Lathe,EDP 3541256,M40,280.0,0.004,0.917,40.0,119.9637248,280,160,100.00,17.35,2,179.9455872
001019644,Actual,SECO,82955782,Low-Carbon Steels,1026,Wet,None,CNC Lathe,LCMF 160604-0600-FT,CP500,480.0,0.004,0.917,80.0,69.97883920000001,130,160,100.00,34.20,2,52.4841294
001019642,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",M2,Wet,None,CNC Lathe,DNMG432 MN,KC9110,800.0,0.008,0.08,20.0,20.387557259999998,180,24000,50.00,13.93,4,61.16267178
001019642,Actual,SECO,84390582,"Med-High Plain-Carbon,Alloy, Tool Steels",M2,Wet,None,CNC Lathe,DNMG432 MF2,TP2500,800.0,0.012,0.08,50.0,33.9792621,180,24000,50.00,14.74,4,40.77511452
001019641,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",M2,Wet,None,CNC Lathe,CNMG432 MN,KC9110,300.0,0.003,0.03,5.0,10.35558464,180,26000,50.00,10.55,4,124.26701568
001019641,Actual,SECO,72491392,"Med-High Plain-Carbon,Alloy, Tool Steels",M2,Wet,None,CNC Lathe,CNMG432 MF2,TP1500,1100.0,0.008,0.05,50.0,10.5909388,180,26000,50.00,10.77,4,12.70912656
001019639,Current,KENNAMETAL,,"Ferritic, Martensitic, PH Stainless Steels",420F,Wet,Heavy,leblond,cnmg433mp,kcm35,238.0,0.006,0.05,0.75,48.3619494915,180,300,45.,11.67,4,3868.95595932
001019639,Actual,KENNAMETAL,32099756,"Ferritic, Martensitic, PH Stainless Steels",420F,Wet,Heavy,leblond,c8fix150612rrn,kcu25,238.0,0.01,0.075,2.0,51.586079456,180,300,45.,22.40,8,1547.58238368
001019638,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",D,Dry,None,okuma,cnga432t0420,ky440,275.0,0.004,0.015,1.0,25.418253224,180,88.,60.,12.42,1,1525.09519344
001019638,Actual,SECO,43144757,"Med-High Plain-Carbon,Alloy, Tool Steels",D,Dry,None,okuma,cnga432sl1,cbn200,450.0,0.006,0.015,32.0,331.378708544,180,88.,60.,62.15,1,621.33507852
001019637,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Dry,None,okuma,cnga432t0420,ky4400,250.0,0.004,0.015,1.0,37.303664919999996,180,65,60.,12.42,1,2238.2198952
001019637,Actual,SECO,43144757,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Dry,None,okuma,cnga432sl1,cbn200,500.0,0.006,0.015,40.0,497.38219888000003,180,65,60.,62.15,1,746.07329832
001019635,Current,SECO,,"Nickel-Base, Heat Resistant Alloys",Monel-K,Wet,None,mazak,cnmp432 m1,tm4000,475.0,0.01,0.16,0.75,20.13889005,180,122,60.,11.23,4,1611.111204
001019635,Actual,HERTEL,89456818,"Nickel-Base, Heat Resistant Alloys",Monel-K,Wet,None,mazak,cnmg432bfm,hp225t,500.0,0.01,0.16,2.0,51.018521471999996,180,122,60.,6.91,4,1530.55564416
001019634,Current,SECO,,"Nickel-Base, Heat Resistant Alloys",Monel-R,Wet,None,mazak,cnmp 432 mf1,tm4000,550.0,0.014,0.15,1.0,2.099408445,180,300,60.,11.29,4,125.9645067
001019634,Actual,HERTEL,89456818,"Nickel-Base, Heat Resistant Alloys",Monel-R,Wet,None,mazak,cnmg 432 bfm,hp225t,625.0,0.014,0.15,3.0,5.542438293,180,300,60.,6.91,4,110.84876586
001019633,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,303,Wet,None,lathe 15 hp,CCMT431FF,1025,300.0,0.0015,0.01,12.0,268.06282718399996,60,720,75.00,12.00,2,1340.31413592
001019633,Actual,KENNAMETAL,01402585,Austenitic Stainless Steels,303,Wet,None,lathe 15 hp,CCMT431MW,KC5010,360.0,0.0039,0.01,24.0,171.835145568,60,720,75.00,16.00,2,429.58786392
001019629,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,Haas,WNMG432-VL,IC908,300.0,0.008,0.1,0.5,18.73115185,120,800,100.00,14.93,6,2247.738222
001019629,Actual,SECO,72492812,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,Haas,WNMG432-M3,TP1500,600.0,0.01,0.15,1.0,7.492460734000001,120,800,100.00,15.48,6,449.54764404
001019628,Current,"ISCAR METALS, INC.",,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Wet,None,Haas,WNMG432-VL,IC908,365.0,0.011,0.1,1.0,15.296042988,120,800,100.00,14.93,6,917.76257928
001019628,Actual,SECO,72492812,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Wet,None,Haas,WNMG432-M3,TP1500,600.0,0.01,0.1,2.0,20.471204192000002,120,800,100.00,15.48,6,614.13612576
001019627,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,Haas,WNMG432-VL,IC908,300.0,0.008,0.12,0.5,12.688154446,120,800,100.00,14.93,6,1522.57853352
001019627,Actual,SECO,72492812,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,Haas,WNMG432-M3,TP1500,660.0,0.0132,0.12,1.0,6.990718702,120,800,100.00,15.48,6,419.44312212
001019626,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",H13,Wet,Heavy,Okuma,CNMG & DNMG 432 PR & PM,4225,200.0,0.006,0.06,4.0,4340.6387488,120,1000,100,18.00,4,65109.581232
001019626,Actual,SECO,62631148,"Med-High Plain-Carbon,Alloy, Tool Steels",H13,Wet,Heavy,Okuma,CNMG432 & DNMG432 M3 & MF2,TP2500,600.0,0.013,0.06,6.0,1001.6858636999999,120,1000,100,22.99,4,10016.858637
001019621,Current,SANDVIK HARD MATERIALS,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,CNC Lathe,266RG-16VW01A001M,1135,80.0,0.035,0.005,40.0,5.6095735200000005,120,10000,70.0,21.15,3,8.41436028
001019621,Actual,KENNAMETAL,08443418,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,CNC Lathe,LT16ERAG60K,KU25T,90.0,0.035,0.005,50.0,6.2328594,120,10000,70.0,18.76,3,7.47943128
001019610,Current,SECO,,"Nickel-Base, Heat Resistant Alloys",Monel,Dry,None,Manual Lathe 25HP,CNMG433-MH5,TH1000,50.0,0.01,0.02,0.1,20.9293194175,60,60,85.00,14.99,4,12557.5916505
001019610,Actual,KENNAMETAL,72781156,"Nickel-Base, Heat Resistant Alloys",Monel,Dry,None,Manual Lathe 25HP,RNM42S0820,KB1340,100.0,0.013,0.015,1.0,80.497382251,60,60,85.00,186.88,16,4829.84293506
001019595,Current,SANDVIK HARD MATERIALS,,Gray Cast Irons,class 50,Wet,Light,CNC,CNMG 432,GC 3215,650.0,0.015,0.15,20.0,122.4325413,60,5000,75,8.60,4,367.2976239
001019595,Actual,SECO,09364902,Gray Cast Irons,class 50,Wet,Light,CNC,CNMG 432 MR7,TK2000,800.0,0.02,0.15,25.0,93.259162275,60,5000,75,8.75,4,223.82198946
001019594,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,CNC,CNMG 432,GC4225,450.0,0.012,0.1,7.0,64.13612564099999,60,2500,75,8.60,4,549.73821978
001019594,Actual,SECO,63649602,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,CNC,CNMG 432,TP0500,600.0,0.012,0.1,12.0,82.460732976,60,2500,75,8.75,4,412.30366488
001019592,Current,VALENITE INC,,Aluminum,6061-T6,Wet,None,lathe,,uncoated,2300.0,0.0035,0.43,75.0,19.511560499999998,60,700,75,23.76,2,15.6092484
001019592,Actual,KENNAMETAL,54126479,Aluminum,6061-T6,Wet,None,lathe,a4g0300m03p04gmp,kc5010,3351.0,0.005,0.43,200.0,9.999359199999999,60,700,75,16.80,2,2.99980776
001019589,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Haas TL15 Lathe,N123L2-0792-0003,GM-1125,600.0,0.015,0.125,50.0,0.27268760000000003,60,9000,60,27.12,2,0.32722512
001019589,Actual,SECO,62115001,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Haas TL15 Lathe,LCMF 300804,TGP25,750.0,0.015,0.125,115.0,0.501745115,60,9000,60,32.00,2,0.26178006
001019587,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",6150,Dry,None,CNC Lathe,TNGA 333,SD625,400.0,0.006,0.03,80.0,52.3560208,60,9000,60,8.94,6,39.2670156
001019587,Actual,SUMITOMO ELECTRIC CARBIDE INC,74436601,"Med-High Plain-Carbon,Alloy, Tool Steels",6150,Dry,None,CNC Lathe,TNGA 433,NB90s,600.0,0.006,0.03,115.0,50.17452001,60,9000,60,9.01,6,26.17801044
001019586,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",6150,Dry,None,CNC Lathe,Rng45 T0820,650,400.0,0.006,0.03,65.0,42.5392669,60,9000,60,11.05,6,39.2670156
001019586,Actual,SUMITOMO ELECTRIC CARBIDE INC,77974715,"Med-High Plain-Carbon,Alloy, Tool Steels",6150,Dry,None,CNC Lathe,RNG 45,NB90s,600.0,0.006,0.03,400.0,174.52006960000003,60,9000,60,9.00,6,26.17801044
001019584,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Okuma CNC Lathe,NTC3R28E,KC730,105.0,0.0357,0.022,150.0,32.473722,300,129000,120.00,10.70,2,12.9894888
001019584,Actual,CARMEX PRECISION TOOLS LTD,66392937,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Okuma CNC Lathe,16ER28UN,BLU,315.0,0.0357,0.022,500.0,25.257336999999996,300,129000,120.00,14.29,3,3.03088044
001019563,Current,SUMITOMO ELECTRIC CARBIDE INC,,Ductile (Nodular) & Malleable Cast Irons,Austemper,Wet,Heavy,Mazak Lathe,CNMA433,BN700,572.0,0.004,0.065,15.0,288.324241455,1.,11000,85.0,49.,1,1153.29696582
001019563,Actual,SECO,78018488,Ductile (Nodular) & Malleable Cast Irons,Austemper,Wet,Heavy,Mazak Lathe,78018488,CBN500,883.0,0.004,0.065,32.0,398.451258016,1.,11000,85.0,229.,1,747.09610878
001019562,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,Light,lathe,cnmg432,kc935,500.0,0.004,0.035,20.0,15.70680628,120,4000,70,16.35,4,47.12041884
001019562,Actual,SUMITOMO ELECTRIC CARBIDE INC,88152863,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,Light,lathe,cnmg432,ac700g,500.0,0.004,0.035,30.0,23.56020942,120,4000,70,10.72,4,47.12041884
001019561,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,Light,lathe,vbmt332,4125,500.0,0.004,0.05,15.0,17.670157065,120,5000,70,23.27,2,70.68062826
001019561,Actual,KENNAMETAL,76609932,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,Light,lathe,vbmt332,kc850,500.0,0.004,0.05,25.0,29.450261775,120,5000,70,20.35,2,70.68062826
001019560,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,Light,lathe,vbmt332,kc850,500.0,0.004,0.05,20.0,23.560209420000003,120,5000,70,23.27,2,70.68062826
001019560,Actual,SUMITOMO ELECTRIC CARBIDE INC,77359792,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,Light,lathe,vbmt332esu,ac820p,500.0,0.004,0.05,25.0,29.450261775,120,5000,70,16.34,2,70.68062826
001019556,Current,KENNAMETAL,,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Wet,None,LATHE,CCMT 32.52-MF,KC5025,300.0,0.01,0.06,3.0,20.450261745000002,120,700,150,9.84,2,409.0052349
001019556,Actual,SECO,72493034,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Wet,None,LATHE,CCMT 32.52-F1,TS2000,300.0,0.01,0.06,4.0,27.267015660000002,120,700,150,10.04,2,409.0052349
001019551,Current,"ISCAR METALS, INC.",,Misc Non-Ferrous/Non-Metals,Carbon Composites,Wet,None,MORI CL1500 20 HP,LNMX 150608R-HM,IC 907,600.0,0.005,0.1,100.0,81.577225,180,24000,60.00,7.60,4,48.946335
001019551,Actual,SECO,60178316,Misc Non-Ferrous/Non-Metals,Carbon Composites,Wet,None,MORI CL1500 20 HP,WNMG332 M3,TK2001,600.0,0.007,0.1,100.0,58.2694465,180,24000,60.00,5.04,6,34.9616679
001019544,Current,IDG USA,,"Med-High Plain-Carbon,Alloy, Tool Steels",1040,Wet,None,15,VNMG 331-AB,HG 8025,528.0,0.002,0.02,85.0,49.35955592999999,300,300000,65.00,3.85,4,34.84203948
001019544,Actual,KENNAMETAL,65859860,"Med-High Plain-Carbon,Alloy, Tool Steels",1040,Wet,None,15,VNMG 331-FN,KCP-25,528.0,0.002,0.02,400.0,232.28026319999998,300,300000,65.00,6.50,4,34.84203948
001019543,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,None,Okuma LB-15,DNMG-150408N-SU,T2000Z,600.0,0.004,0.035,40.0,26.178010439999998,20,5000,85,10.53,4,39.26701566
001019543,Actual,SECO,08288169,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,None,Okuma LB-15,DNMG-432 MF2,TP1500,1350.0,0.006,0.035,50.0,9.695559399999999,20,5000,85,19.49,4,11.63467128
001019536,Current,MANCHESTER TOOL CO.,,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Dry,None,HAAS TL3W,508-240,M40,89.0,0.004,0.015,1.5,2.3438878785,60,250,70,18.51,2,93.75551514
001019536,Actual,"ISCAR METALS, INC.",04094967,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Dry,None,HAAS TL3W,HGPL 6005Y,IC907,89.0,0.004,0.015,2.0,3.125183838,60,250,70,24.60,2,93.75551514
001019532,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC Lathe,CCMT 32.51,1525,800.0,0.01,0.05,10.0,41.23036648,60,500,100,10.31,2,247.38219888
001019532,Actual,SECO,51473791,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC Lathe,CCMT 32.52,TP1500,1000.0,0.012,0.05,15.0,41.23036647,60,500,100,11.13,2,164.92146588
001019522,Current,SECO,,"Nickel-Base, Heat Resistant Alloys",Astroloy,Wet,None,CNC Lathe 25HP,CNMG432-MR7,TP3500,250.0,0.017,0.125,0.5,26.503849701,60,1000,100.00,8.01,8,3180.46196412
001019522,Actual,WALTER-WAUKESHA,43658467,"Nickel-Base, Heat Resistant Alloys",Astroloy,Wet,None,CNC Lathe 25HP,CNMG432-RP5,WPP30S,250.0,0.017,0.125,1.0,53.007699402,60,1000,100.00,8.60,8,3180.46196412
001019521,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,CNC Lathe 25HP,CNMG432-EEX,EH520Z,80.0,0.008,0.04,1.0,63.808900784,60,300,100.00,18.76,8,3828.53404704
001019521,Actual,KENNAMETAL,54163639,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,CNC Lathe 25HP,CNGA432T0420,KYS30,700.0,0.006,0.4,1.0,9.723261048000001,60,300,100.00,6.50,8,583.39566288
001019509,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,None,Lathe,DNMG-431 EGU,AC810P,350.0,0.012,0.1,40.0,74.7943156,20,5000,85,10.53,4,112.1914734
001019509,Actual,SECO,72491939,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,None,Lathe,DNMG-432 M5,TP1500,885.0,0.02,0.1,50.0,22.1847545,20,5000,85,19.49,4,26.6217054
001019508,Current,SANDVIK HARD MATERIALS,,Gray Cast Irons,class 40,Dry,None,lathe,WNMG432WMX,3210,1000.0,0.011,0.125,45.0,30.116908575,300,6810,55,8.69,6,40.1558781
001019508,Actual,KENNAMETAL,87949624,Gray Cast Irons,class 40,Dry,None,lathe,CNGX452,KYK25,2000.0,0.011,0.125,100.0,33.463231699999994,300,6810,55,18.18,4,20.07793902
001019507,Current,MITSUBISHI MATERIALS U.S.A. CO,,Gray Cast Irons,class 40,Wet,None,Lathe,VNMG332,fx105,1000.0,0.007,0.1,40.0,50.53215708,300,6810,55,9.38,2,75.79823562
001019507,Actual,KENNAMETAL,63706899,Gray Cast Irons,class 40,Wet,None,Lathe,a4g0600m06p08t01025,ky3500,2000.0,0.0058,0.1,100.0,76.23385739999999,300,6810,55,30.79,2,45.74031444
001019506,Current,SANDVIK HARD MATERIALS,,Gray Cast Irons,class 40,Dry,None,Lathe,N123J2-0635-RM,3115,1000.0,0.0097,0.1,40.0,109.39951512,300,6810,55,17.81,2,164.09927268
001019506,Actual,KENNAMETAL,63706907,Gray Cast Irons,class 40,Dry,None,Lathe,A4G008M08P08T10125,ky3500,2000.0,0.0054,0.1,100.0,191.0552231,300,6810,55,33.24,2,114.63313386
001019482,Current,SECO,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,vertical lathe 50,CNMG543,TP1500,500.0,0.012,0.25,1.0,39.267015758,120,20,125.00,22.00,4,2356.02094548
001019482,Actual,SECO,72491558,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Dry,None,vertical lathe 50,CNMG543,TP1500,740.0,0.012,0.25,4.0,106.127069568,120,20,125.00,22.00,4,1591.90604352
001019475,Current,MITSUBISHI MATERIALS U.S.A. CO,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,lathe,CNMG432MA,UC5015,600.0,0.012,0.05,75.0,12.270942375,5,20000,60,8.5,4,9.8167539
001019475,Actual,KENNAMETAL,69260784,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,lathe,CNMG432FP,KCP25,650.0,0.014,0.05,150.0,19.417755,5,20000,60,9.,4,7.767102
